CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,Churn
1126 ,69 ,Male,Berlin,Silver,47 ,254 ,Toys,2023/7/16,Retired,0 
1127 ,43 ,Male,Tokyo,Silver,68 ,1720 ,Electronics,2023/7/2,Other,1 
1128 ,61 ,Female,Boston,Bronze,61 ,2360 ,Home Goods,2023/4/10,Other,0 
1129 ,68 ,Other,Boston,Silver,99 ,999 ,Sports,2023/3/2,Retired,1 
1130 ,69 ,Female,Boston,Bronze,30 ,410 ,Toys,2023/11/30,Salesperson,1 
1131 ,58 ,Male,Tokyo,Platinum,84 ,900 ,Clothing,2023/1/13,Retired,0 
1132 ,42 ,Other,Boston,Gold,94 ,2140 ,Home Goods,2023/9/30,Salesperson,0 
1133 ,49 ,Female,London,Platinum,45 ,506 ,Sports,2023/2/18,Doctor,1 
1134 ,46 ,Other,Boston,Gold,48 ,403 ,Toys,2023/9/14,Salesperson,0 
1135 ,18 ,Male,Tokyo,Gold,64 ,173 ,Toys,2023/1/5,Teacher,1 
1136 ,68 ,Other,Berlin,Bronze,81 ,2366 ,Home Goods,2023/11/2,Engineer,0 
1137 ,40 ,Other,Boston,Bronze,95 ,797 ,Toys,2023/4/29,Teacher,1 
1138 ,42 ,Female,San Francisco,Platinum,29 ,631 ,Sports,2023/9/14,Artist,0 
1139 ,69 ,Female,Boston,Gold,42 ,256 ,Toys,2023/3/3,Student,1 
1140 ,40 ,Other,Boston,Platinum,20 ,3002 ,Electronics,2023/1/21,Other,0 
1141 ,28 ,Female,Boston,Gold,53 ,713 ,Sports,2023/8/10,Engineer,0 
1142 ,61 ,Female,Sydney,Silver,37 ,508 ,Toys,2023/1/12,Other,1 
1143 ,49 ,Female,London,Platinum,47 ,109 ,Clothing,2023/10/22,Other,0 
1144 ,27 ,Female,Tokyo,Bronze,73 ,358 ,Books,2023/5/6,Salesperson,0 
1145 ,57 ,Male,San Francisco,Bronze,73 ,1516 ,Electronics,2023/7/31,Teacher,0 
1146 ,24 ,Other,Boston,Gold,97 ,1787 ,Clothing,2023/11/18,Salesperson,0 
1147 ,48 ,Female,Boston,Silver,62 ,1987 ,Electronics,2023/7/1,Retired,0 
1148 ,21 ,Female,Sydney,Silver,56 ,597 ,Toys,2023/9/16,Engineer,1 
1149 ,36 ,Male,Berlin,Gold,23 ,459 ,Books,2023/7/4,Retired,1 
1150 ,30 ,Other,Tokyo,Silver,11 ,683 ,Sports,2023/5/4,Artist,0 
1151 ,27 ,Male,Boston,Gold,8 ,1333 ,Clothing,2023/5/3,Other,1 
1152 ,28 ,Female,Sydney,Bronze,59 ,386 ,Books,2023/9/1,Retired,1 
1153 ,45 ,Female,San Francisco,Gold,21 ,250 ,Books,2023/1/25,Other,1 
1154 ,19 ,Male,Berlin,Bronze,70 ,423 ,Home Goods,2023/8/7,Doctor,0 
1155 ,39 ,Female,London,Gold,48 ,2117 ,Home Goods,2023/12/26,Retired,0 
1156 ,60 ,Other,Tokyo,Silver,70 ,190 ,Toys,2023/10/24,Teacher,0 
1157 ,24 ,Male,London,Platinum,8 ,378 ,Toys,2023/1/19,Doctor,0 
1158 ,27 ,Other,San Francisco,Bronze,97 ,549 ,Sports,2023/7/11,Doctor,0 
1159 ,54 ,Female,Tokyo,Bronze,72 ,257 ,Books,2023/9/7,Student,1 
1160 ,41 ,Female,Sydney,Silver,3 ,353 ,Sports,2023/1/17,Retired,0 
1161 ,26 ,Female,Berlin,Silver,26 ,761 ,Clothing,2023/11/24,Other,0 
1162 ,41 ,Female,London,Gold,6 ,272 ,Books,2023/11/10,Doctor,0 
1163 ,36 ,Female,London,Gold,23 ,1386 ,Home Goods,2023/9/17,Salesperson,1 
1164 ,60 ,Female,London,Bronze,66 ,353 ,Clothing,2023/5/29,Engineer,0 
1165 ,39 ,Female,Sydney,Platinum,85 ,1164 ,Electronics,2023/2/12,Doctor,1 
1166 ,21 ,Male,Boston,Bronze,94 ,534 ,Toys,2023/5/7,Engineer,1 
1167 ,32 ,Female,San Francisco,Silver,50 ,592 ,Toys,2023/11/30,Doctor,0 
1168 ,38 ,Other,Boston,Platinum,60 ,182 ,Toys,2023/5/8,Artist,1 
1169 ,61 ,Female,London,Bronze,41 ,4063 ,Electronics,2023/5/11,Other,0 
1170 ,39 ,Other,London,Bronze,61 ,1307 ,Home Goods,2023/4/5,Doctor,0 
1171 ,27 ,Male,Sydney,Silver,38 ,963 ,Sports,2023/2/12,Retired,0 
1172 ,60 ,Female,London,Platinum,19 ,1827 ,Home Goods,2023/4/1,Other,1 
1173 ,20 ,Female,Boston,Bronze,61 ,271 ,Clothing,2023/1/30,Other,1 
1174 ,38 ,Other,San Francisco,Silver,12 ,1314 ,Clothing,2023/9/24,Salesperson,0 
1175 ,61 ,Other,Berlin,Gold,86 ,965 ,Home Goods,2023/12/12,Salesperson,0 
1176 ,34 ,Female,San Francisco,Bronze,41 ,1229 ,Sports,2023/1/12,Engineer,0 
1177 ,31 ,Male,San Francisco,Silver,21 ,1107 ,Electronics,2023/1/21,Student,1 
1178 ,60 ,Other,Boston,Bronze,79 ,1403 ,Sports,2023/10/12,Engineer,1 
1179 ,53 ,Female,Sydney,Bronze,3 ,750 ,Electronics,2023/1/26,Retired,1 
1180 ,29 ,Male,Boston,Gold,56 ,454 ,Books,2023/7/6,Retired,0 
1181 ,46 ,Male,London,Bronze,92 ,470 ,Books,2023/6/6,Doctor,0 
1182 ,60 ,Female,Sydney,Bronze,77 ,679 ,Home Goods,2023/8/22,Other,0 
1183 ,39 ,Female,Sydney,Gold,75 ,129 ,Toys,2023/1/29,Other,0 
1184 ,52 ,Male,Sydney,Gold,90 ,110 ,Sports,2023/10/7,Teacher,0 
1185 ,62 ,Female,San Francisco,Silver,83 ,878 ,Toys,2023/2/18,Artist,0 
1186 ,60 ,Male,Sydney,Silver,37 ,1702 ,Electronics,2023/5/26,Student,1 
1187 ,46 ,Male,Berlin,Gold,78 ,4990 ,Electronics,2023/11/2,Artist,1 
1188 ,36 ,Other,Berlin,Gold,13 ,193 ,Sports,2023/2/26,Student,0 
1189 ,26 ,Male,Sydney,Silver,26 ,1011 ,Sports,2023/9/15,Doctor,0 
1190 ,48 ,Other,Berlin,Gold,93 ,357 ,Books,2023/7/6,Artist,0 
1191 ,18 ,Other,Berlin,Platinum,64 ,339 ,Books,2023/11/16,Salesperson,1 
1192 ,31 ,Other,San Francisco,Silver,5 ,388 ,Sports,2023/12/25,Other,1 
1193 ,36 ,Female,Boston,Platinum,95 ,1372 ,Sports,2023/5/6,Other,1 
1194 ,56 ,Male,Boston,Bronze,55 ,372 ,Clothing,2023/6/10,Engineer,1 
1195 ,29 ,Male,Sydney,Bronze,7 ,986 ,Toys,2023/10/17,Teacher,0 
1196 ,37 ,Male,Boston,Platinum,34 ,392 ,Home Goods,2023/5/5,Artist,1 
1197 ,30 ,Other,Berlin,Bronze,12 ,1849 ,Clothing,2023/6/10,Other,1 
1198 ,22 ,Male,Tokyo,Bronze,43 ,626 ,Sports,2023/2/2,Other,0 
1199 ,63 ,Other,Berlin,Gold,12 ,1341 ,Sports,2023/4/17,Retired,1 
1200 ,43 ,Other,Boston,Silver,55 ,537 ,Sports,2023/10/31,Teacher,1 
1201 ,58 ,Male,Boston,Platinum,93 ,163 ,Toys,2023/7/11,Engineer,0 
1202 ,53 ,Other,San Francisco,Platinum,45 ,943 ,Toys,2023/6/11,Engineer,0 
1203 ,23 ,Other,San Francisco,Gold,59 ,1426 ,Home Goods,2023/8/16,Student,1 
1204 ,49 ,Other,Tokyo,Silver,21 ,646 ,Electronics,2023/9/25,Retired,1 
1205 ,47 ,Female,Tokyo,Silver,51 ,862 ,Clothing,2023/1/26,Teacher,1 
1206 ,20 ,Female,Sydney,Silver,35 ,482 ,Books,2023/9/17,Engineer,1 
1207 ,50 ,Female,Boston,Platinum,72 ,698 ,Sports,2023/3/31,Retired,1 
1208 ,25 ,Male,Sydney,Silver,4 ,2226 ,Home Goods,2023/6/20,Retired,0 
1209 ,47 ,Female,Sydney,Silver,68 ,420 ,Toys,2023/6/10,Artist,1 
1210 ,26 ,Female,Sydney,Platinum,79 ,1192 ,Clothing,2023/10/21,Artist,1 
1211 ,45 ,Female,San Francisco,Platinum,18 ,2583 ,Electronics,2023/1/19,Student,0 
1212 ,51 ,Other,London,Gold,63 ,672 ,Toys,2023/2/20,Engineer,1 
1213 ,47 ,Other,San Francisco,Platinum,17 ,1947 ,Home Goods,2023/3/13,Teacher,0 
1214 ,22 ,Female,San Francisco,Gold,87 ,347 ,Toys,2023/7/13,Retired,1 
1215 ,56 ,Male,London,Bronze,55 ,1592 ,Clothing,2023/2/13,Salesperson,0 
1216 ,51 ,Male,Boston,Platinum,65 ,391 ,Sports,2023/1/17,Doctor,0 
1217 ,27 ,Female,Berlin,Bronze,91 ,4715 ,Electronics,2023/11/30,Student,1 
1218 ,21 ,Other,Tokyo,Silver,23 ,1047 ,Clothing,2023/6/30,Artist,1 
1219 ,32 ,Female,London,Bronze,34 ,4240 ,Electronics,2023/10/18,Retired,0 
1220 ,38 ,Male,Boston,Platinum,83 ,689 ,Toys,2023/5/22,Student,0 
1221 ,53 ,Other,Sydney,Silver,52 ,1830 ,Home Goods,2023/7/29,Teacher,1 
1222 ,69 ,Female,San Francisco,Bronze,13 ,121 ,Books,2023/11/11,Teacher,0 
1223 ,46 ,Female,San Francisco,Gold,26 ,1183 ,Sports,2023/2/28,Salesperson,0 
1224 ,63 ,Other,Berlin,Bronze,78 ,1273 ,Clothing,2023/10/7,Doctor,0 
1225 ,46 ,Male,Boston,Platinum,3 ,492 ,Sports,2023/4/12,Doctor,1 
1226 ,69 ,Female,Tokyo,Platinum,50 ,2454 ,Electronics,2023/2/8,Doctor,1 
1227 ,22 ,Male,Tokyo,Silver,71 ,614 ,Electronics,2023/11/5,Retired,1 
1228 ,33 ,Male,Tokyo,Gold,23 ,424 ,Clothing,2023/6/30,Artist,0 
1229 ,29 ,Other,London,Silver,43 ,1434 ,Sports,2023/9/3,Student,0 
1230 ,49 ,Other,San Francisco,Bronze,23 ,91 ,Toys,2023/1/17,Salesperson,0 
1231 ,54 ,Female,San Francisco,Gold,21 ,230 ,Books,2023/10/17,Student,1 
1232 ,30 ,Male,Berlin,Gold,64 ,450 ,Books,2023/7/8,Retired,1 
1233 ,56 ,Male,Boston,Silver,87 ,1422 ,Home Goods,2023/12/23,Other,0 
1234 ,37 ,Male,Tokyo,Silver,76 ,2812 ,Electronics,2023/2/19,Doctor,0 
1235 ,34 ,Female,Boston,Bronze,30 ,1697 ,Home Goods,2023/11/30,Retired,0 
1236 ,65 ,Male,London,Bronze,19 ,679 ,Clothing,2023/7/8,Doctor,0 
1237 ,54 ,Female,Tokyo,Bronze,23 ,68 ,Books,2023/11/22,Artist,1 
1238 ,28 ,Other,Tokyo,Gold,20 ,264 ,Sports,2023/5/18,Doctor,0 
1239 ,24 ,Male,London,Silver,85 ,344 ,Sports,2023/8/17,Doctor,1 
1240 ,44 ,Male,San Francisco,Silver,7 ,1256 ,Sports,2023/10/30,Engineer,1 
1241 ,54 ,Other,Tokyo,Bronze,83 ,700 ,Clothing,2023/5/14,Retired,1 
1242 ,48 ,Male,San Francisco,Platinum,12 ,594 ,Clothing,2023/1/22,Other,0 
1243 ,53 ,Male,San Francisco,Silver,70 ,745 ,Electronics,2023/1/20,Salesperson,0 
1244 ,18 ,Other,Boston,Bronze,2 ,2070 ,Home Goods,2023/4/10,Salesperson,1 
1245 ,56 ,Male,London,Bronze,83 ,1332 ,Clothing,2023/8/25,Student,1 
1246 ,36 ,Other,Berlin,Platinum,49 ,260 ,Books,2023/7/15,Other,0 
1247 ,49 ,Male,Berlin,Platinum,5 ,1495 ,Clothing,2023/11/16,Retired,1 
1248 ,59 ,Male,Tokyo,Gold,5 ,207 ,Toys,2023/6/30,Artist,1 
1249 ,68 ,Female,San Francisco,Gold,84 ,997 ,Clothing,2023/7/3,Retired,0 
1250 ,49 ,Male,San Francisco,Gold,84 ,4120 ,Electronics,2023/1/15,Artist,0 
1251 ,66 ,Other,Sydney,Gold,36 ,462 ,Books,2023/4/2,Artist,1 
1252 ,60 ,Other,San Francisco,Gold,77 ,924 ,Home Goods,2023/12/22,Doctor,1 
1253 ,67 ,Other,Sydney,Gold,88 ,85 ,Books,2023/11/6,Engineer,0 
1254 ,68 ,Other,London,Silver,7 ,1470 ,Home Goods,2023/10/15,Salesperson,0 
1255 ,40 ,Female,Boston,Gold,10 ,858 ,Toys,2023/5/4,Other,0 
1256 ,18 ,Female,Boston,Bronze,58 ,956 ,Toys,2023/12/17,Artist,0 
1257 ,24 ,Female,Sydney,Bronze,4 ,146 ,Clothing,2023/7/22,Teacher,1 
1258 ,63 ,Other,San Francisco,Bronze,37 ,355 ,Clothing,2023/8/27,Retired,0 
1259 ,50 ,Male,Tokyo,Gold,40 ,1479 ,Clothing,2023/12/12,Engineer,0 
1260 ,45 ,Female,London,Bronze,32 ,1043 ,Sports,2023/12/23,Teacher,0 
1261 ,18 ,Other,San Francisco,Bronze,43 ,888 ,Home Goods,2023/1/1,Other,0 
1262 ,44 ,Female,Boston,Silver,63 ,778 ,Sports,2023/1/21,Other,1 
1263 ,68 ,Other,Sydney,Bronze,31 ,1319 ,Sports,2023/2/26,Teacher,1 
1264 ,38 ,Female,Berlin,Gold,88 ,2492 ,Home Goods,2023/7/8,Retired,1 
1265 ,44 ,Male,London,Bronze,58 ,560 ,Electronics,2023/9/9,Doctor,1 
1266 ,19 ,Male,Tokyo,Silver,66 ,79 ,Books,2023/4/28,Retired,1 
1267 ,55 ,Male,London,Platinum,86 ,1072 ,Sports,2023/3/15,Artist,1 
1268 ,31 ,Female,Boston,Gold,1 ,3835 ,Electronics,2023/11/25,Engineer,0 
1269 ,58 ,Male,London,Gold,2 ,2053 ,Home Goods,2023/2/6,Student,0 
1270 ,36 ,Other,Sydney,Silver,53 ,728 ,Sports,2023/10/26,Teacher,0 
1271 ,36 ,Female,London,Platinum,5 ,724 ,Sports,2023/5/1,Engineer,1 
1272 ,56 ,Other,Tokyo,Silver,7 ,258 ,Books,2023/6/11,Retired,0 
1273 ,67 ,Other,London,Silver,94 ,2668 ,Home Goods,2023/4/1,Engineer,0 
1274 ,68 ,Male,Boston,Platinum,45 ,2618 ,Electronics,2023/2/26,Other,0 
1275 ,56 ,Male,Berlin,Silver,67 ,1255 ,Clothing,2023/2/3,Other,1 
1276 ,41 ,Male,Tokyo,Silver,5 ,374 ,Sports,2023/7/19,Salesperson,1 
1277 ,22 ,Other,Tokyo,Platinum,48 ,1751 ,Home Goods,2023/5/20,Engineer,1 
1278 ,23 ,Other,Tokyo,Bronze,48 ,242 ,Home Goods,2023/1/28,Doctor,1 
1279 ,41 ,Male,London,Gold,48 ,2169 ,Home Goods,2023/2/21,Other,0 
1280 ,20 ,Female,Boston,Gold,37 ,409 ,Toys,2023/5/21,Doctor,0 
1281 ,37 ,Female,San Francisco,Bronze,26 ,2515 ,Home Goods,2023/4/19,Artist,0 
1282 ,54 ,Female,Tokyo,Bronze,20 ,758 ,Electronics,2023/5/5,Teacher,0 
1283 ,35 ,Other,Tokyo,Platinum,39 ,4094 ,Electronics,2023/9/16,Student,0 
1284 ,39 ,Other,Berlin,Platinum,76 ,656 ,Toys,2023/6/24,Doctor,1 
1285 ,31 ,Male,London,Platinum,86 ,1353 ,Electronics,2023/10/10,Doctor,1 
1286 ,60 ,Male,Boston,Bronze,95 ,237 ,Clothing,2023/5/2,Salesperson,0 
1287 ,69 ,Other,San Francisco,Silver,2 ,1409 ,Clothing,2023/8/9,Teacher,0 
1288 ,44 ,Female,Sydney,Bronze,56 ,4186 ,Electronics,2023/8/23,Salesperson,0 
1289 ,67 ,Male,London,Bronze,84 ,2274 ,Electronics,2023/7/19,Salesperson,0 
1290 ,50 ,Other,Sydney,Silver,98 ,735 ,Toys,2023/3/7,Other,1 
1291 ,26 ,Female,Boston,Gold,68 ,235 ,Books,2023/7/4,Engineer,1 
1292 ,26 ,Other,Sydney,Gold,18 ,441 ,Books,2023/3/27,Teacher,0 
1293 ,38 ,Male,London,Gold,19 ,1252 ,Sports,2023/12/12,Student,0 
1294 ,64 ,Female,Boston,Gold,87 ,1579 ,Clothing,2023/5/22,Student,1 
1295 ,22 ,Other,San Francisco,Platinum,3 ,64 ,Toys,2023/11/11,Salesperson,0 
1296 ,36 ,Male,Tokyo,Gold,63 ,792 ,Toys,2023/12/1,Student,0 
1297 ,39 ,Female,Berlin,Silver,91 ,387 ,Books,2023/8/19,Salesperson,1 
1298 ,57 ,Female,Berlin,Bronze,10 ,1342 ,Home Goods,2023/9/7,Doctor,1 
1299 ,47 ,Female,London,Gold,98 ,78 ,Books,2023/11/13,Other,1 
1300 ,28 ,Male,San Francisco,Silver,78 ,543 ,Clothing,2023/2/2,Engineer,1 
1301 ,43 ,Female,London,Platinum,50 ,2634 ,Electronics,2023/10/1,Other,1 
1302 ,41 ,Other,San Francisco,Bronze,46 ,215 ,Sports,2023/1/11,Other,0 
1303 ,48 ,Male,Sydney,Platinum,8 ,2793 ,Home Goods,2023/11/6,Artist,1 
1304 ,44 ,Female,Sydney,Platinum,91 ,289 ,Books,2023/10/28,Artist,0 
1305 ,31 ,Male,London,Bronze,87 ,1784 ,Home Goods,2023/11/9,Doctor,1 
1306 ,29 ,Male,San Francisco,Gold,97 ,1437 ,Electronics,2023/10/29,Other,0 
1307 ,60 ,Female,Berlin,Bronze,68 ,2831 ,Home Goods,2023/3/6,Other,0 
1308 ,28 ,Female,Boston,Platinum,50 ,1256 ,Electronics,2023/7/22,Other,1 
1309 ,42 ,Female,Berlin,Platinum,6 ,430 ,Books,2023/3/27,Doctor,1 
1310 ,42 ,Female,Boston,Gold,85 ,220 ,Books,2023/11/30,Student,1 
1311 ,65 ,Other,Sydney,Gold,47 ,3813 ,Electronics,2023/9/28,Other,1 
1312 ,22 ,Female,Sydney,Platinum,74 ,353 ,Books,2023/5/10,Salesperson,0 
1313 ,61 ,Male,London,Platinum,73 ,972 ,Sports,2023/3/2,Salesperson,1 
1314 ,45 ,Male,Boston,Platinum,82 ,176 ,Toys,2023/5/20,Doctor,0 
1315 ,31 ,Female,Tokyo,Bronze,9 ,1547 ,Clothing,2023/9/23,Student,1 
1316 ,24 ,Other,San Francisco,Gold,86 ,559 ,Sports,2023/6/20,Salesperson,1 
1317 ,20 ,Female,San Francisco,Silver,64 ,146 ,Clothing,2023/3/20,Artist,1 
1318 ,21 ,Female,Tokyo,Silver,95 ,258 ,Toys,2023/7/30,Artist,1 
1319 ,47 ,Other,Sydney,Gold,54 ,2237 ,Home Goods,2023/1/5,Doctor,0 
1320 ,60 ,Male,London,Bronze,45 ,195 ,Clothing,2023/5/4,Student,0 
1321 ,22 ,Female,Berlin,Gold,26 ,1140 ,Clothing,2023/12/8,Engineer,0 
1322 ,46 ,Male,Berlin,Gold,93 ,1609 ,Clothing,2023/8/24,Retired,0 
1323 ,53 ,Other,San Francisco,Platinum,41 ,1039 ,Sports,2023/10/31,Teacher,0 
